timestamp,district,category,severity,message,action_taken,requires_human_review
2025-01-16 14:26,Riverside,infrastructure,medium,Streetlight outage cluster detected in Riverside. 79 units offline. Maintenance crew dispatched.,True,False
2025-01-17 06:58,Eastfield,energy,high,EV charging demand in Eastfield surged 55% above baseline. Recommend load balancing.,True,False
2025-01-17 21:10,Greenpark,citizen_services,high,Citizen complaint volume in Greenpark up 44% week-over-week. Sentiment trending negative.,False,True
2025-01-17 14:36,Riverside,climate,medium,Temperature forecast: Riverside expecting 70°C. Cooling centres recommended for vulnerable populations.,False,False
2025-01-18 13:55,Greenpark,traffic,low,Traffic flow anomaly in Greenpark. Volume 37% above prediction. Signal timing adjusted automatically.,False,False
2025-01-18 20:52,Greenpark,climate,medium,Temperature forecast: Greenpark expecting 23°C. Cooling centres recommended for vulnerable populations.,True,False
2025-01-19 19:11,Riverside,waste,medium,Waste collection delay in Riverside. 79 bins at capacity. Route optimisation triggered.,True,False
2025-01-20 16:02,Central,traffic,low,Traffic flow anomaly in Central. Volume 67% above prediction. Signal timing adjusted automatically.,True,False
2025-01-21 13:24,Northgate,parking,high,Parking demand spike detected in Northgate. Occupancy at 82%. Recommend dynamic pricing increase.,True,False
2025-01-21 06:07,Greenpark,waste,medium,Waste collection delay in Greenpark. 87 bins at capacity. Route optimisation triggered.,False,False
2025-01-22 07:28,Riverside,environment,critical,Air quality index in Riverside reached 45 AQI. Threshold exceeded. Recommend citizen advisory.,True,False
2025-01-22 19:57,Eastfield,finance,high,Revenue anomaly: Eastfield parking revenue down 63% versus forecast. Investigate enforcement.,True,False
2025-01-22 08:39,Eastfield,climate,medium,Temperature forecast: Eastfield expecting 20°C. Cooling centres recommended for vulnerable populations.,True,False
2025-01-23 20:15,Greenpark,traffic,low,Traffic flow anomaly in Greenpark. Volume 48% above prediction. Signal timing adjusted automatically.,True,False
2025-01-23 17:58,Central,noise,medium,Noise levels in Central exceeded 18 dB for 3 consecutive hours. Investigate source.,False,False
2025-01-24 06:42,Harbour,waste,medium,Waste collection delay in Harbour. 32 bins at capacity. Route optimisation triggered.,True,False
2025-01-24 12:08,Northgate,parking,high,Parking demand spike detected in Northgate. Occupancy at 69%. Recommend dynamic pricing increase.,False,True
2025-01-24 18:57,Eastfield,parking,high,Parking demand spike detected in Eastfield. Occupancy at 66%. Recommend dynamic pricing increase.,True,False
2025-01-25 19:50,Northgate,traffic,low,Traffic flow anomaly in Northgate. Volume 62% above prediction. Signal timing adjusted automatically.,True,False
2025-01-25 10:15,Riverside,infrastructure,medium,Streetlight outage cluster detected in Riverside. 24 units offline. Maintenance crew dispatched.,True,False
2025-01-25 14:29,Riverside,waste,medium,Waste collection delay in Riverside. 82 bins at capacity. Route optimisation triggered.,True,False
2025-01-26 11:04,Northgate,energy,high,EV charging demand in Northgate surged 37% above baseline. Recommend load balancing.,False,True
2025-01-26 15:07,Riverside,waste,medium,Waste collection delay in Riverside. 25 bins at capacity. Route optimisation triggered.,True,False
2025-01-26 14:12,Riverside,parking,high,Parking demand spike detected in Riverside. Occupancy at 19%. Recommend dynamic pricing increase.,False,True
2025-01-28 19:23,Central,environment,critical,Air quality index in Central reached 83 AQI. Threshold exceeded. Recommend citizen advisory.,True,False
2025-01-29 12:54,Riverside,citizen_services,high,Citizen complaint volume in Riverside up 73% week-over-week. Sentiment trending negative.,False,True
2025-01-29 17:01,Harbour,citizen_services,high,Citizen complaint volume in Harbour up 62% week-over-week. Sentiment trending negative.,False,True
2025-01-31 14:26,Riverside,noise,medium,Noise levels in Riverside exceeded 91 dB for 3 consecutive hours. Investigate source.,True,False
2025-01-31 10:32,Central,parking,high,Parking demand spike detected in Central. Occupancy at 68%. Recommend dynamic pricing increase.,False,True
2025-02-01 08:56,Greenpark,waste,medium,Waste collection delay in Greenpark. 86 bins at capacity. Route optimisation triggered.,True,False
2025-02-01 08:01,Greenpark,energy,high,EV charging demand in Greenpark surged 33% above baseline. Recommend load balancing.,True,False
2025-02-02 16:06,Greenpark,waste,medium,Waste collection delay in Greenpark. 38 bins at capacity. Route optimisation triggered.,True,False
2025-02-04 19:32,Greenpark,parking,high,Parking demand spike detected in Greenpark. Occupancy at 32%. Recommend dynamic pricing increase.,False,True
2025-02-04 07:02,Central,citizen_services,high,Citizen complaint volume in Central up 82% week-over-week. Sentiment trending negative.,True,False
2025-02-05 15:42,Harbour,traffic,low,Traffic flow anomaly in Harbour. Volume 67% above prediction. Signal timing adjusted automatically.,False,False
2025-02-05 19:16,Northgate,finance,high,Revenue anomaly: Northgate parking revenue down 78% versus forecast. Investigate enforcement.,True,False
2025-02-06 09:41,Harbour,infrastructure,medium,Streetlight outage cluster detected in Harbour. 90 units offline. Maintenance crew dispatched.,False,False
2025-02-06 08:40,Northgate,citizen_services,high,Citizen complaint volume in Northgate up 35% week-over-week. Sentiment trending negative.,True,False
2025-02-07 14:27,Riverside,climate,medium,Temperature forecast: Riverside expecting 33°C. Cooling centres recommended for vulnerable populations.,True,False
2025-02-08 08:08,Harbour,energy,high,EV charging demand in Harbour surged 75% above baseline. Recommend load balancing.,True,False
2025-02-08 16:35,Central,waste,medium,Waste collection delay in Central. 62 bins at capacity. Route optimisation triggered.,True,False
2025-02-08 12:41,Harbour,parking,high,Parking demand spike detected in Harbour. Occupancy at 85%. Recommend dynamic pricing increase.,False,True
2025-02-09 21:26,Harbour,infrastructure,medium,Streetlight outage cluster detected in Harbour. 31 units offline. Maintenance crew dispatched.,True,False
2025-02-09 21:43,Central,energy,high,EV charging demand in Central surged 21% above baseline. Recommend load balancing.,True,False
2025-02-09 09:40,Northgate,traffic,low,Traffic flow anomaly in Northgate. Volume 83% above prediction. Signal timing adjusted automatically.,False,False
2025-02-10 10:16,Northgate,traffic,low,Traffic flow anomaly in Northgate. Volume 86% above prediction. Signal timing adjusted automatically.,True,False
2025-02-10 07:37,Harbour,parking,high,Parking demand spike detected in Harbour. Occupancy at 82%. Recommend dynamic pricing increase.,False,True
2025-02-11 09:29,Riverside,traffic,low,Traffic flow anomaly in Riverside. Volume 50% above prediction. Signal timing adjusted automatically.,True,False
2025-02-12 17:11,Northgate,climate,medium,Temperature forecast: Northgate expecting 90°C. Cooling centres recommended for vulnerable populations.,True,False
2025-02-12 09:43,Harbour,climate,medium,Temperature forecast: Harbour expecting 82°C. Cooling centres recommended for vulnerable populations.,True,False
2025-02-12 10:29,Greenpark,infrastructure,medium,Streetlight outage cluster detected in Greenpark. 25 units offline. Maintenance crew dispatched.,True,False
2025-02-13 19:55,Riverside,noise,medium,Noise levels in Riverside exceeded 39 dB for 3 consecutive hours. Investigate source.,True,False
2025-02-14 17:09,Greenpark,parking,high,Parking demand spike detected in Greenpark. Occupancy at 74%. Recommend dynamic pricing increase.,True,False
2025-02-14 06:45,Eastfield,noise,medium,Noise levels in Eastfield exceeded 65 dB for 3 consecutive hours. Investigate source.,False,False
2025-02-15 21:54,Harbour,climate,medium,Temperature forecast: Harbour expecting 53°C. Cooling centres recommended for vulnerable populations.,True,False
2025-02-15 19:28,Harbour,energy,high,EV charging demand in Harbour surged 78% above baseline. Recommend load balancing.,True,False
2025-02-15 19:25,Eastfield,citizen_services,high,Citizen complaint volume in Eastfield up 34% week-over-week. Sentiment trending negative.,False,True
2025-02-16 18:43,Eastfield,finance,high,Revenue anomaly: Eastfield parking revenue down 37% versus forecast. Investigate enforcement.,False,True
2025-02-17 08:53,Northgate,parking,high,Parking demand spike detected in Northgate. Occupancy at 53%. Recommend dynamic pricing increase.,True,False
2025-02-17 12:07,Harbour,parking,high,Parking demand spike detected in Harbour. Occupancy at 72%. Recommend dynamic pricing increase.,True,False
2025-02-17 09:07,Northgate,citizen_services,high,Citizen complaint volume in Northgate up 46% week-over-week. Sentiment trending negative.,True,False
2025-02-18 07:26,Eastfield,noise,medium,Noise levels in Eastfield exceeded 35 dB for 3 consecutive hours. Investigate source.,True,False
2025-02-19 14:06,Greenpark,waste,medium,Waste collection delay in Greenpark. 31 bins at capacity. Route optimisation triggered.,True,False
2025-02-20 14:07,Greenpark,climate,medium,Temperature forecast: Greenpark expecting 32°C. Cooling centres recommended for vulnerable populations.,False,False
2025-02-20 08:01,Northgate,environment,critical,Air quality index in Northgate reached 21 AQI. Threshold exceeded. Recommend citizen advisory.,True,False
2025-02-21 18:54,Harbour,energy,high,EV charging demand in Harbour surged 19% above baseline. Recommend load balancing.,True,False
2025-02-21 08:45,Eastfield,traffic,low,Traffic flow anomaly in Eastfield. Volume 75% above prediction. Signal timing adjusted automatically.,False,False
2025-02-21 06:04,Riverside,energy,high,EV charging demand in Riverside surged 81% above baseline. Recommend load balancing.,False,True
2025-02-21 19:22,Greenpark,parking,high,Parking demand spike detected in Greenpark. Occupancy at 89%. Recommend dynamic pricing increase.,True,False
2025-02-22 13:55,Central,environment,critical,Air quality index in Central reached 62 AQI. Threshold exceeded. Recommend citizen advisory.,False,True
2025-02-23 11:03,Greenpark,waste,medium,Waste collection delay in Greenpark. 76 bins at capacity. Route optimisation triggered.,True,False
2025-02-23 18:48,Central,infrastructure,medium,Streetlight outage cluster detected in Central. 93 units offline. Maintenance crew dispatched.,True,False
2025-02-23 11:40,Eastfield,citizen_services,high,Citizen complaint volume in Eastfield up 64% week-over-week. Sentiment trending negative.,True,False
2025-02-24 19:29,Central,energy,high,EV charging demand in Central surged 27% above baseline. Recommend load balancing.,False,True
2025-02-24 11:51,Eastfield,environment,critical,Air quality index in Eastfield reached 27 AQI. Threshold exceeded. Recommend citizen advisory.,False,True
2025-02-25 19:37,Central,parking,high,Parking demand spike detected in Central. Occupancy at 84%. Recommend dynamic pricing increase.,True,False
2025-02-26 06:02,Riverside,energy,high,EV charging demand in Riverside surged 85% above baseline. Recommend load balancing.,False,True
2025-02-26 20:03,Eastfield,parking,high,Parking demand spike detected in Eastfield. Occupancy at 48%. Recommend dynamic pricing increase.,True,False
2025-02-27 13:53,Central,climate,medium,Temperature forecast: Central expecting 47°C. Cooling centres recommended for vulnerable populations.,False,False
2025-02-27 11:05,Northgate,infrastructure,medium,Streetlight outage cluster detected in Northgate. 38 units offline. Maintenance crew dispatched.,False,False
2025-03-01 19:27,Eastfield,traffic,low,Traffic flow anomaly in Eastfield. Volume 42% above prediction. Signal timing adjusted automatically.,True,False
2025-03-01 15:57,Riverside,infrastructure,medium,Streetlight outage cluster detected in Riverside. 31 units offline. Maintenance crew dispatched.,True,False
2025-03-02 18:37,Eastfield,parking,high,Parking demand spike detected in Eastfield. Occupancy at 41%. Recommend dynamic pricing increase.,True,False
2025-03-03 17:16,Greenpark,noise,medium,Noise levels in Greenpark exceeded 40 dB for 3 consecutive hours. Investigate source.,True,False
2025-03-03 08:30,Central,environment,critical,Air quality index in Central reached 79 AQI. Threshold exceeded. Recommend citizen advisory.,True,False
2025-03-04 08:54,Central,citizen_services,high,Citizen complaint volume in Central up 89% week-over-week. Sentiment trending negative.,True,False
2025-03-05 11:42,Central,noise,medium,Noise levels in Central exceeded 27 dB for 3 consecutive hours. Investigate source.,True,False
2025-03-05 14:43,Northgate,infrastructure,medium,Streetlight outage cluster detected in Northgate. 30 units offline. Maintenance crew dispatched.,True,False
2025-03-06 15:02,Riverside,climate,medium,Temperature forecast: Riverside expecting 40°C. Cooling centres recommended for vulnerable populations.,True,False
2025-03-06 12:44,Greenpark,finance,high,Revenue anomaly: Greenpark parking revenue down 81% versus forecast. Investigate enforcement.,True,False
2025-03-07 06:36,Greenpark,parking,high,Parking demand spike detected in Greenpark. Occupancy at 62%. Recommend dynamic pricing increase.,False,True
2025-03-08 13:21,Riverside,energy,high,EV charging demand in Riverside surged 29% above baseline. Recommend load balancing.,True,False
2025-03-08 21:02,Central,infrastructure,medium,Streetlight outage cluster detected in Central. 58 units offline. Maintenance crew dispatched.,False,False
2025-03-10 15:58,Harbour,citizen_services,high,Citizen complaint volume in Harbour up 23% week-over-week. Sentiment trending negative.,False,True
2025-03-11 13:22,Riverside,infrastructure,medium,Streetlight outage cluster detected in Riverside. 54 units offline. Maintenance crew dispatched.,True,False
2025-03-11 15:29,Harbour,noise,medium,Noise levels in Harbour exceeded 27 dB for 3 consecutive hours. Investigate source.,True,False
2025-03-11 11:05,Riverside,finance,high,Revenue anomaly: Riverside parking revenue down 55% versus forecast. Investigate enforcement.,False,True
2025-03-11 18:10,Riverside,noise,medium,Noise levels in Riverside exceeded 69 dB for 3 consecutive hours. Investigate source.,False,False
2025-03-12 16:30,Riverside,citizen_services,high,Citizen complaint volume in Riverside up 85% week-over-week. Sentiment trending negative.,False,True
2025-03-12 13:21,Greenpark,noise,medium,Noise levels in Greenpark exceeded 89 dB for 3 consecutive hours. Investigate source.,False,False
2025-03-12 19:21,Northgate,citizen_services,high,Citizen complaint volume in Northgate up 45% week-over-week. Sentiment trending negative.,True,False
2025-03-12 09:32,Greenpark,noise,medium,Noise levels in Greenpark exceeded 45 dB for 3 consecutive hours. Investigate source.,False,False
2025-03-13 18:45,Central,environment,critical,Air quality index in Central reached 45 AQI. Threshold exceeded. Recommend citizen advisory.,False,True
2025-03-13 20:56,Northgate,energy,high,EV charging demand in Northgate surged 53% above baseline. Recommend load balancing.,True,False
2025-03-13 18:19,Northgate,parking,high,Parking demand spike detected in Northgate. Occupancy at 94%. Recommend dynamic pricing increase.,True,False
2025-03-13 11:22,Riverside,citizen_services,high,Citizen complaint volume in Riverside up 64% week-over-week. Sentiment trending negative.,True,False
2025-03-14 14:23,Harbour,parking,high,Parking demand spike detected in Harbour. Occupancy at 42%. Recommend dynamic pricing increase.,True,False
2025-03-14 12:01,Northgate,traffic,low,Traffic flow anomaly in Northgate. Volume 27% above prediction. Signal timing adjusted automatically.,False,False
2025-03-14 16:38,Northgate,noise,medium,Noise levels in Northgate exceeded 17 dB for 3 consecutive hours. Investigate source.,False,False
2025-03-15 07:56,Riverside,traffic,low,Traffic flow anomaly in Riverside. Volume 34% above prediction. Signal timing adjusted automatically.,True,False
2025-03-17 06:45,Harbour,energy,high,EV charging demand in Harbour surged 90% above baseline. Recommend load balancing.,False,True
2025-03-17 17:23,Greenpark,parking,high,Parking demand spike detected in Greenpark. Occupancy at 19%. Recommend dynamic pricing increase.,True,False
2025-03-18 07:55,Greenpark,noise,medium,Noise levels in Greenpark exceeded 58 dB for 3 consecutive hours. Investigate source.,True,False
2025-03-18 12:31,Harbour,climate,medium,Temperature forecast: Harbour expecting 89°C. Cooling centres recommended for vulnerable populations.,True,False
2025-03-19 12:06,Northgate,citizen_services,high,Citizen complaint volume in Northgate up 86% week-over-week. Sentiment trending negative.,True,False
2025-03-19 21:09,Eastfield,waste,medium,Waste collection delay in Eastfield. 16 bins at capacity. Route optimisation triggered.,True,False
2025-03-20 11:31,Northgate,waste,medium,Waste collection delay in Northgate. 56 bins at capacity. Route optimisation triggered.,False,False
2025-03-21 14:21,Eastfield,climate,medium,Temperature forecast: Eastfield expecting 34°C. Cooling centres recommended for vulnerable populations.,False,False
2025-03-21 07:03,Northgate,energy,high,EV charging demand in Northgate surged 36% above baseline. Recommend load balancing.,True,False
2025-03-21 12:39,Riverside,parking,high,Parking demand spike detected in Riverside. Occupancy at 57%. Recommend dynamic pricing increase.,True,False
2025-03-22 15:07,Northgate,finance,high,Revenue anomaly: Northgate parking revenue down 31% versus forecast. Investigate enforcement.,True,False
2025-03-22 12:44,Northgate,infrastructure,medium,Streetlight outage cluster detected in Northgate. 89 units offline. Maintenance crew dispatched.,False,False
2025-03-22 21:14,Greenpark,waste,medium,Waste collection delay in Greenpark. 81 bins at capacity. Route optimisation triggered.,True,False
2025-03-24 11:39,Northgate,parking,high,Parking demand spike detected in Northgate. Occupancy at 38%. Recommend dynamic pricing increase.,False,True
2025-03-24 14:07,Northgate,citizen_services,high,Citizen complaint volume in Northgate up 27% week-over-week. Sentiment trending negative.,True,False
2025-03-25 21:33,Central,citizen_services,high,Citizen complaint volume in Central up 35% week-over-week. Sentiment trending negative.,False,True
2025-03-25 07:45,Central,climate,medium,Temperature forecast: Central expecting 85°C. Cooling centres recommended for vulnerable populations.,True,False
2025-03-25 07:51,Central,climate,medium,Temperature forecast: Central expecting 72°C. Cooling centres recommended for vulnerable populations.,True,False
2025-03-25 15:32,Riverside,infrastructure,medium,Streetlight outage cluster detected in Riverside. 23 units offline. Maintenance crew dispatched.,True,False
2025-03-26 18:13,Riverside,parking,high,Parking demand spike detected in Riverside. Occupancy at 50%. Recommend dynamic pricing increase.,True,False
2025-03-26 08:55,Harbour,noise,medium,Noise levels in Harbour exceeded 67 dB for 3 consecutive hours. Investigate source.,True,False
2025-03-26 11:24,Northgate,traffic,low,Traffic flow anomaly in Northgate. Volume 46% above prediction. Signal timing adjusted automatically.,False,False
2025-03-27 14:19,Northgate,noise,medium,Noise levels in Northgate exceeded 84 dB for 3 consecutive hours. Investigate source.,False,False
2025-03-28 14:00,Harbour,parking,high,Parking demand spike detected in Harbour. Occupancy at 79%. Recommend dynamic pricing increase.,False,True
2025-03-29 13:28,Eastfield,finance,high,Revenue anomaly: Eastfield parking revenue down 38% versus forecast. Investigate enforcement.,True,False
2025-03-29 17:03,Eastfield,environment,critical,Air quality index in Eastfield reached 25 AQI. Threshold exceeded. Recommend citizen advisory.,True,False
2025-03-29 07:57,Riverside,parking,high,Parking demand spike detected in Riverside. Occupancy at 25%. Recommend dynamic pricing increase.,False,True
2025-03-29 20:49,Eastfield,infrastructure,medium,Streetlight outage cluster detected in Eastfield. 56 units offline. Maintenance crew dispatched.,True,False
2025-03-30 14:27,Northgate,environment,critical,Air quality index in Northgate reached 37 AQI. Threshold exceeded. Recommend citizen advisory.,False,True
2025-03-31 12:04,Central,citizen_services,high,Citizen complaint volume in Central up 32% week-over-week. Sentiment trending negative.,False,True
2025-03-31 06:17,Eastfield,waste,medium,Waste collection delay in Eastfield. 59 bins at capacity. Route optimisation triggered.,False,False
2025-03-31 14:42,Northgate,finance,high,Revenue anomaly: Northgate parking revenue down 26% versus forecast. Investigate enforcement.,False,True
2025-04-01 11:05,Greenpark,parking,high,Parking demand spike detected in Greenpark. Occupancy at 56%. Recommend dynamic pricing increase.,True,False
2025-04-01 13:07,Greenpark,energy,high,EV charging demand in Greenpark surged 31% above baseline. Recommend load balancing.,False,True
2025-04-01 11:49,Eastfield,noise,medium,Noise levels in Eastfield exceeded 77 dB for 3 consecutive hours. Investigate source.,True,False
2025-04-02 15:38,Harbour,parking,high,Parking demand spike detected in Harbour. Occupancy at 47%. Recommend dynamic pricing increase.,False,True
2025-04-02 07:44,Northgate,waste,medium,Waste collection delay in Northgate. 48 bins at capacity. Route optimisation triggered.,True,False
2025-04-02 08:28,Harbour,environment,critical,Air quality index in Harbour reached 74 AQI. Threshold exceeded. Recommend citizen advisory.,True,False
2025-04-03 15:33,Eastfield,parking,high,Parking demand spike detected in Eastfield. Occupancy at 25%. Recommend dynamic pricing increase.,True,False
2025-04-03 09:24,Harbour,energy,high,EV charging demand in Harbour surged 85% above baseline. Recommend load balancing.,True,False
2025-04-04 11:56,Greenpark,waste,medium,Waste collection delay in Greenpark. 56 bins at capacity. Route optimisation triggered.,True,False
2025-04-04 07:14,Riverside,noise,medium,Noise levels in Riverside exceeded 67 dB for 3 consecutive hours. Investigate source.,False,False
2025-04-05 14:27,Eastfield,energy,high,EV charging demand in Eastfield surged 87% above baseline. Recommend load balancing.,False,True
2025-04-05 12:44,Greenpark,traffic,low,Traffic flow anomaly in Greenpark. Volume 54% above prediction. Signal timing adjusted automatically.,True,False
2025-04-05 11:52,Greenpark,climate,medium,Temperature forecast: Greenpark expecting 63°C. Cooling centres recommended for vulnerable populations.,False,False
2025-04-06 09:32,Eastfield,traffic,low,Traffic flow anomaly in Eastfield. Volume 89% above prediction. Signal timing adjusted automatically.,False,False
2025-04-06 19:41,Northgate,parking,high,Parking demand spike detected in Northgate. Occupancy at 48%. Recommend dynamic pricing increase.,False,True
2025-04-06 20:53,Eastfield,energy,high,EV charging demand in Eastfield surged 24% above baseline. Recommend load balancing.,True,False
2025-04-06 14:14,Harbour,noise,medium,Noise levels in Harbour exceeded 91 dB for 3 consecutive hours. Investigate source.,True,False
2025-04-08 08:45,Central,waste,medium,Waste collection delay in Central. 84 bins at capacity. Route optimisation triggered.,True,False
2025-04-09 13:17,Harbour,citizen_services,high,Citizen complaint volume in Harbour up 47% week-over-week. Sentiment trending negative.,False,True
2025-04-09 15:24,Harbour,noise,medium,Noise levels in Harbour exceeded 72 dB for 3 consecutive hours. Investigate source.,False,False
2025-04-10 13:05,Riverside,finance,high,Revenue anomaly: Riverside parking revenue down 82% versus forecast. Investigate enforcement.,False,True
2025-04-11 06:34,Eastfield,climate,medium,Temperature forecast: Eastfield expecting 47°C. Cooling centres recommended for vulnerable populations.,True,False
2025-04-11 10:25,Harbour,waste,medium,Waste collection delay in Harbour. 25 bins at capacity. Route optimisation triggered.,True,False
2025-04-12 12:23,Central,noise,medium,Noise levels in Central exceeded 34 dB for 3 consecutive hours. Investigate source.,True,False
2025-04-12 10:33,Greenpark,noise,medium,Noise levels in Greenpark exceeded 18 dB for 3 consecutive hours. Investigate source.,True,False
2025-04-13 18:00,Greenpark,parking,high,Parking demand spike detected in Greenpark. Occupancy at 54%. Recommend dynamic pricing increase.,False,True
2025-04-13 16:13,Harbour,environment,critical,Air quality index in Harbour reached 24 AQI. Threshold exceeded. Recommend citizen advisory.,True,False
2025-04-13 19:39,Greenpark,parking,high,Parking demand spike detected in Greenpark. Occupancy at 92%. Recommend dynamic pricing increase.,True,False
2025-04-14 14:40,Harbour,noise,medium,Noise levels in Harbour exceeded 54 dB for 3 consecutive hours. Investigate source.,True,False
2025-04-14 08:27,Northgate,waste,medium,Waste collection delay in Northgate. 34 bins at capacity. Route optimisation triggered.,True,False
2025-04-15 18:48,Harbour,climate,medium,Temperature forecast: Harbour expecting 81°C. Cooling centres recommended for vulnerable populations.,False,False
2025-04-15 20:19,Harbour,citizen_services,high,Citizen complaint volume in Harbour up 77% week-over-week. Sentiment trending negative.,True,False
2025-04-15 20:33,Riverside,environment,critical,Air quality index in Riverside reached 71 AQI. Threshold exceeded. Recommend citizen advisory.,False,True
2025-04-16 21:33,Riverside,environment,critical,Air quality index in Riverside reached 28 AQI. Threshold exceeded. Recommend citizen advisory.,True,False
2025-04-17 06:36,Greenpark,traffic,low,Traffic flow anomaly in Greenpark. Volume 46% above prediction. Signal timing adjusted automatically.,False,False
2025-04-18 08:22,Riverside,finance,high,Revenue anomaly: Riverside parking revenue down 22% versus forecast. Investigate enforcement.,True,False
2025-04-18 11:30,Greenpark,environment,critical,Air quality index in Greenpark reached 35 AQI. Threshold exceeded. Recommend citizen advisory.,True,False
2025-04-19 16:56,Central,environment,critical,Air quality index in Central reached 43 AQI. Threshold exceeded. Recommend citizen advisory.,False,True
2025-04-20 09:39,Central,noise,medium,Noise levels in Central exceeded 70 dB for 3 consecutive hours. Investigate source.,True,False
2025-04-21 07:44,Harbour,finance,high,Revenue anomaly: Harbour parking revenue down 18% versus forecast. Investigate enforcement.,False,True
2025-04-21 10:44,Riverside,parking,high,Parking demand spike detected in Riverside. Occupancy at 45%. Recommend dynamic pricing increase.,True,False
2025-04-21 13:23,Eastfield,citizen_services,high,Citizen complaint volume in Eastfield up 48% week-over-week. Sentiment trending negative.,True,False
